KI7|60,71,-90|14|0.8,0.05,0.35
KI8|63,71,-75|14|0.8,0.05,0.35
KI9|62,140,-82|14|0.8,0.05,0.35
KI10|57,390,-102|13|0.6,0,-1
KI11|89.053,810,55.5|3|0,0.07,1
KI12|89.053,848,59.68|3|0,0.07,1
KI13|89.053,886,63.86|3|0,0.07,1
KI14|89.053,924,68.04|3|0,0.07,1
KI15|89.053,962,85|3|0,0.07,1
KI16|89.053,1000,85|3|0,0.07,1
KI17|89.053,1045,85|3|0,0.07,1
KI18|89.053,1067.5,85|3|0,0.07,1
KI19|89.053,1090,85|3|0,0.07,1
KI20|89.053,1112.5,85|3|0,0.07,1
KI21|89.053,1135,85|3|0,0.07,1
KI22|59.553,1187,102|2|0,0.07,1
KI23|59.553,1223,101|2|0,0.07,1
KI24|59.553,1257,90|2|0,0.07,1
KI25|59.553,1287,74|2|0,0.07,1
KI26|59.553,1320,57|2|0,0.07,1
KI27|59.553,1359,36|2|0,0.07,1
PC1|-0.447,1223,77|2|0,0.07,1
PC2|-85,1251,24|7|-0.25,0.05,1
PC3|-119,1055,7|8|-0.25,0.05,1
PC4|-126.926,910,13.75|9|-0.25,0.05,1
PC5|-134.303,870,16.25|9|-0.25,0.05,1
PC6|-137.992,850,17.5|9|-0.25,0.05,1
PC7|-145.369,810,20|10|-0.25,0.05,1
PC8|-182,744,41|11|-0.25,0.05,1
PC9|-185,651,69|11|-0.25,0.05,1
TE1|-151,664,64|11|-0.25,0.05,-1
TE2|-145,713,34|11|-0.25,0.05,-1
TE3|-159,739,0|11|-0.25,0.05,-1
TE4|-167,814,-17|10|-0.25,0.05,-1
TE5|-173.975,854,-25.328|9|-0.25,0.05,-1
TE6|-171.107,874,-30.246|9|-0.25,0.05,-1
TE7|-161.107,874,-30.246|9|-0.25,0.05,-1
TE8|-168.238,894,-35.164|9|-0.25,0.05,-1
TE9|-159.631,954,-49.918|9|-0.25,0.05,-1
TE10|-130,1071,-95|8|-0.25,0.05,-1
TE11|-126,1092,-88|8|-0.25,0.05,-1
TE12|-121,1163,-86|7|-0.25,0.05,-1
TE13|-99,1257,-91|7|-0.25,0.05,-1
TE14|-73,1342,-67|6|0,0.07,-1
TE15|20,1374,-112|6|0,0.07,-1
TE16|47,1458,-52|1|0,0.07,-1
TE17|34,1489,-28|0|-0.55,0.05,1
TE18|26,1524,-62|0|-0.55,0.05,-1
TE19|24,1551,-50|0|-0.55,0.05,-1
TE20|23,1577,-22|0|-0.55,0.05,1
TE21|32,1534,7|0|-0.55,0.05,1
TE22|25,1558,1|0|-0.55,0.05,1
TE23|48,1552,57|0|-0.55,0.05,1
GB1|43,1539,48|0|-0.55,0.05,1
GB2|34,1509,3|0|-0.55,0.05,1
GB3|29,1546,16|0|-0.55,0.05,1
GB4|33,1597,16|0|-0.55,0.05,1
GB5|27,1584,8|0|-0.55,0.05,1
GB6|22,1570,2|0|-0.55,0.05,1
GB7|19,1557,-2|0|-0.55,0.05,1
GB8|21,1601,-29|0|-0.55,0.05,1
GB9|27,1600,-74|0|-0.55,0.05,-1
GB10|31,1568,-89|0|-0.55,0.05,-1
GB11|37,1536,-91|0|-0.55,0.05,-1
GB12|43,1506,-76|0|-0.55,0.05,-1
GB13|41,1609,37|0|-0.55,0.05,1
GB14|67,1578,67|0|0,0.05,1
GB15|69,1608,52|0|0,0.05,1
GB16|66,1632,32|0|0,0.65,1
GB17|64,1647,5|0|0,0.65,1
GB18|60,1644,-59|0|0,0.65,-1
GB19|49,1566,-126|0|-0.55,0.05,-1
GB20|51,1500,-112|0|-0.55,0.05,-1
GB21|-12,1383,-79|6|0,0.07,-1
GB22|-43,1230,-28|2|-1,0.04,0.2
GB23|-42,1230,-5|2|-1,0.04,0.2
GB24|19.553,1114,66|2|-1,0.04,0.2
GB25|4,1030,-42|3|-1,0.04,0.2
GB26|-36,1000,-8|3|-1,0.04,0.2
GB27|-29,887,1|4|-1,0.04,0.2
GB28|-32,865,-4|4|-1,0.04,0.2
GB29|-61,841,-39|4|-1,0.04,0.2
GB30|-34,817,-119|4|-1,0.04,0.2
GB31|-60,654,-52|12|-0.45,0.05,1
GB32|-52,614,-58|12|-0.45,0.05,1
GB33|-51,402,-60|13|-0.45,0.05,1
GB34|-30,351,-43|13|-0.45,0.05,1
GB35|-27,179,-76|14|-0.45,0.05,1
GB36|-27,179,-45|14|-0.45,0.05,1
GB37|-27,134,-42|14|-0.45,0.05,1
GB38|-27,112,-39|14|-0.45,0.05,1
GB39|-27,89,-37|14|-0.45,0.05,1
GB40|-17,17,-30|15|-0.55,0.65,0.6
GB41|-30,-5,25|16|-0.55,0.65,0.6
GB42|-36,-19,48|16|-0.55,0.65,0.6
GB43|-39,-30,68|16|-0.55,0.65,0.6
GB44|-41,-30,91|16|-0.55,0.65,0.6
LR1|11,-30,107|16|0.75,0.45,0.75
LR2|20,-29,85|16|0.75,0.45,0.75
LR3|26,-4,44|16|0.75,0.45,0.75
LR4|48,30,-13|15|0.75,0.45,0.75
LR5|63,143,-31|14|0.8,0.05,0.35
LR6|63,189,-31|14|0.8,0.05,0.35
LR7|63,363,-31|14|0.8,0.05,0.35
LR8|62,396,-64|13|0.8,0.05,0.35
LR9|67,525,-28|12|0.8,0.05,0.35
LR10|47,733,9|12|0.8,0.05,0.35
LR11|48,760,14|12|0.8,0.05,0.35
LR12|47,808,26|4|0,0.07,1
LR13|-26,1036,-2|3|0,0.07,1
LR14|19.553,1147,80|2|0,0.07,1
GV1|99.553,773,-104|4|0,-0.25,-1
GV2|99.553,817,-133|5|0,0.05,-1
GV3|99.553,942.267,-107.095|5|0,0.05,-1
GV4|99.553,998.716,-106.531|5|0,0.05,-1
GV5|99.553,1022.94,-111.649|5|0,0.05,-1
GV6|99.553,1090.48,-125.277|5|0,0.05,-1
GV7|99.553,1116.51,-132.903|5|0,0.05,-1
GV8|99.553,1148.82,-137.312|5|0,0.05,-1
GV9|99.553,1203.79,-139.127|5|0,0.05,-1
GV10|99.553,1231.86,-141.011|5|0,0.05,-1
GV11|99.553,1269.24,-140.218|5|0,0.05,-1
GV12|99.553,1326.83,-141.277|5|0,0.05,-1
GV13|99.553,1371.27,-124.32|5|0,0.05,-1
GV14|99.553,1387.17,-118.102|5|0,0.05,-1
GV15|99.553,1508.1,-89.258|1|0,0.05,-1
GV16|99.553,1510,-119|0|0,0.05,-1
GV17|99.553,1572,-132|0|0,0.05,-1
GV18|99.553,1615,-111|0|0,0.05,-1
GV19|99.553,1651,-81|0|0,0.65,-1
GV20|99.553,1668,-40|0|0,1,0.08
GV21|99.553,1660,-2|0|0,0.65,1
GV22|99.553,1643,34|0|0,0.65,1
GV23|99.553,1626,49|0|0,0.65,1
GV24|99.553,1611,59|0|0,0.05,1
GV25|99.553,1523,90|0|0,0.05,1
GV26|99.553,1497,77|0|0,0.05,1
GV27|99.553,1491,79|0|0,0.05,1
GV28|99.553,1494,64|0|0,0.05,1
CV1|99.553,773,-37|4|0,-0.8,0.5
CV2|99.553,810,51|4|0,0.07,1
CV3|99.553,848,59.68|3|0,0.07,1
CV4|99.553,886,63.86|3|0,0.07,1
CV5|99.553,924,68.04|3|0,0.07,1
CV6|99.553,943,70.13|3|0,0.07,1
CV7|99.553,962,85|3|0,0.07,1
CV8|99.553,1000,85|3|0,0.07,1
CV9|99.553,1022.5,85|3|0,0.07,1
CV10|99.553,1045,85|3|0,0.07,1
CV11|99.553,1067.5,85|3|0,0.07,1
CV12|99.553,1090,85|3|0,0.07,1
CV13|99.553,1112.5,85|3|0,0.07,1
CV14|99.553,1135,85|3|0,0.07,1
CV15|99.553,1153,96|2|0,0.07,1
CV16|99.553,1176,99|2|0,0.07,1
CV17|99.553,1223,101|2|0,0.07,1
CV18|99.553,1257,90|2|0,0.07,1
CV19|99.553,1287,74|2|0,0.07,1
CV20|99.553,1320,57|2|0,0.07,1
CV21|99.553,1348,51|1|0,0.07,1
CV22|99.553,1381,28|1|0,0.07,1
CV23|99.553,1446,47|1|0,0.07,1
CV24|99.553,1468,69|0|0,0.05,1
